"Item Code","Colour Code","Item Description","Enriched Description",high_res_1,high_res_2,high_res_3,high_res_4,high_res_5,high_res_6,high_res_7,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16
MF310238A,9UN,"Core Vegan Pool Sliders","Bring a bold look to your outfit with our Core Vegan Pool Sliders. A classic design, these sliders are an authentic choice for your poolside outfits. The padded strap and moulded footbed ensure you feel comfortable whilst the branding ties the look together. Padded strap with large logo, Moulded footbed, Printed logo, Embossed logo, Textured sole with debossed logo. S - UK 6-7, EU 40-41, US 7-8 M - UK 8-9, EU 42-43, US 9-10 L - UK 10-11, EU 44-45, US 11-12 XL - UK 12-13, EU 46-47, US 13-14",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666131771.jpg,,,,,,,,,,,,,,,
MF310238A,9WA,"Core Vegan Pool Sliders","Bring a bold look to your outfit with our Core Vegan Pool Sliders. A classic design, these sliders are an authentic choice for your poolside outfits. The padded strap and moulded footbed ensure you feel comfortable whilst the branding ties the look together. Padded strap with large logo, Moulded footbed, Printed logo, Embossed logo, Textured sole with debossed logo. S - UK 6-7, EU 40-41, US 7-8 M - UK 8-9, EU 42-43, US 9-10 L - UK 10-11, EU 44-45, US 11-12 XL - UK 12-13, EU 46-47, US 13-14",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666131773.jpg,,,,,,,,,,,,,,,
MF310238A,9WD,"Core Vegan Pool Sliders","Bring a bold look to your outfit with our Core Vegan Pool Sliders. A classic design, these sliders are an authentic choice for your poolside outfits. The padded strap and moulded footbed ensure you feel comfortable whilst the branding ties the look together. Padded strap with large logo, Moulded footbed, Printed logo, Embossed logo, Textured sole with debossed logo. S - UK 6-7, EU 40-41, US 7-8 M - UK 8-9, EU 42-43, US 9-10 L - UK 10-11, EU 44-45, US 11-12 XL - UK 12-13, EU 46-47, US 13-14",https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_D1.tif,https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_D2.tif,https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_D3.tif,https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_D4.tif,https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_D9.tif,https://lookbook.superdrywholesale.com/HighRes/mf310238a_9wd_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666312461.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312460.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312458.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312455.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312457.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312459.jpg,https://image1.superdry.com/static/images/products/mf310238a_9wd_D9.jpg,,,,,,,,,
M2013105A,98T,"Sportswear Loose Zip Hoodie","Pop on after your workout or keep cosy on a chilled day, the Sportswear Loose Zip Hoodie is the perfect companion. The ideal piece to layer over a plain tee to keep stylish and warm, keeping your authentic personal style elevated. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Drawcord hood, Zip fastening, Ribbed cuffs and hem, Two front pockets, Printed Superdry logo on chest and sleeve.",https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_D4.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_98t_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666222345.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222344.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222340.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222341.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222337.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222339.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222342.jpg,,,,,,,,,
M2013105A,JAR,"Sportswear Loose Zip Hoodie","Pop on after your workout or keep cosy on a chilled day, the Sportswear Loose Zip Hoodie is the perfect companion. The ideal piece to layer over a plain tee to keep stylish and warm, keeping your authentic personal style elevated. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Drawcord hood, Zip fastening, Ribbed cuffs and hem, Two front pockets, Printed Superdry logo on chest and sleeve.",https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_D4.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m2013105a_jar_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666222336.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222335.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222331.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222332.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222328.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222330.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222333.jpg,https://image1.superdry.com/static/images/products/M2013105A_JAR_D9.jpg,,,,,,,,
W1011236A,9VK,"Archive Neon Graphic T-Shirt","Our Archive Neon Graphic T-Shirt evokes a playful sense of nostalgia with its retro-inspired font. Design to give you an effortless way to inject a vintage vibe into your casual wear. A slightly cropped length creates an authentic silhouette that you can pair with any outfit, to give a more contemporary feel. Slim fit – designed to fit closer to the body for a more tailored look, Crew neck, Short sleeves, Silicone raised print, Superdry tab.",https://lookbook.superdrywholesale.com/HighRes/w1011236a_9vk_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011236a_9vk_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011236a_9vk_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011236a_9vk_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666312937.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312936.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312931.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312933.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312934.jpg,,,,,,,,,,,
Y9110261A,02A,"NYC Montana Rucksack","Keep your style fresh on your daily errands with the NYC Montana Rucksack. This season essential is perfect for keeping your valuables safe and secure for whatever kind of adventure your day has in store for you. Top grab handle, Main zip compartment, Zipped lower compartment, Internal pockets, Two side pockets, Padded back panel, Adjustable shoulder straps, Embroidered Superdry logo, Superdry branded patch. H 45cm x W 29cm x D 13.5cm",https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D1.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D2.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D3.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D4.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D5.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_D9.tif,https://lookbook.superdrywholesale.com/HighRes/y9110261a_02a_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666274037.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274036.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274030.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274032.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274034.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274035.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666274033.jpg,https://image1.superdry.com/static/images/products/y9110261a_02a_D9.jpg,,,,,,,,
M7110397A,1KK,"Officer Chino Shorts","Chinos are a classic, practical style, relevant since they were introduced as military wear over a century ago. You can count on this comfortable design by rocking these rustic shorts to tackle whatever the day has in store. Slim fit – designed to fit closer to the body for a more tailored look, Zip and button fastening, Belt loops, Two side pockets, Coin pocket, Two back button pockets, Signature Superdry patch.",https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_D4.tif,https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m7110397a_1kk_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666214358.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214357.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214350.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214352.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214353.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214354.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666214355.jpg,,,,,,,,,
W2012047A,71D,"Essential Logo Zip Hoodie","Simplicity is key. The Essential Logo zip hoodie embraces this with a sophisticated, clean design. It features the Superdry logo in a subtle style to finish off your casual layered look, making for a reliable day-to-day piece thanks to its luxurious brushed comfort. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Lined hood with drawcord adjustment, Zip fastening, Embroidered logo on chest, Two front pockets, Ribbed cuffs and hem, Signature Superdry tab, Brushed lining.",https://lookbook.superdrywholesale.com/HighRes/w2012047a_71d_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_71d_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_71d_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_71d_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666219802.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219801.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219796.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219798.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219799.jpg,,,,,,,,,,,
W2012047A,9VN,"Essential Logo Zip Hoodie","Simplicity is key. The Essential Logo zip hoodie embraces this with a sophisticated, clean design. It features the Superdry logo in a subtle style to finish off your casual layered look, making for a reliable day-to-day piece thanks to its luxurious brushed comfort. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Lined hood with drawcord adjustment, Zip fastening, Embroidered logo on chest, Two front pockets, Ribbed cuffs and hem, Signature Superdry tab, Brushed lining.",https://lookbook.superdrywholesale.com/HighRes/w2012047a_9vn_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_9vn_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_9vn_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w2012047a_9vn_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666221803.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221802.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221797.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221799.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221800.jpg,,,,,,,,,,,
W2012049A,8PY,"Essential Logo Hoodie","Layer up this season with the Essential Logo Hoodie. This winter warmer is perfect for layering up on those colder days and staying cosy without compromising your authentic style. Designed with the highest quality, the essential hoodie is the perfect companion to give you the trusted Superdry comfort. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Drawcord hood, Large front pocket, Ribbed cuffs and hem, Embroidered Superdry logo.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190515.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190517.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190519.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190518.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190516.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666189611.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666224554.jpg,https://image1.superdry.com/static/images/products/W2012049A_8PY_D9.jpg,,,,,,,,
W2012049A,9VM,"Essential Logo Hoodie","Layer up this season with the Essential Logo Hoodie. This winter warmer is perfect for layering up on those colder days and staying cosy without compromising your authentic style. Designed with the highest quality, the essential hoodie is the perfect companion to give you the trusted Superdry comfort. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Drawcord hood, Large front pocket, Ribbed cuffs and hem, Embroidered Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/w2012049a_9vm_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_9vm_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_9vm_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_9vm_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_9vm_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666222578.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222577.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222574.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222571.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222573.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222575.jpg,,,,,,,,,,
W2012049A,1PP,"Title yet to come","Description yet to come",https://lookbook.superdrywholesale.com/HighRes/w2012049a_1pp_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_1pp_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_1pp_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_1pp_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w2012049a_1pp_M.tif,,,,,,,,,,,,,,,,,,
